Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Fork,Exec,Exit,Watts,CPU,Freq,GPU,EdgeTPU (Quantized),Local Machine (Non-Quantized),Index
14:35:49,14.4,0,11.3,72.2,2.1,2,14874,7230,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,149
14:35:49,16.1,0,22.1,61.8,0,3,16540,8058,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,150
14:35:50,14.5,0,13.5,72,0,3,9532,5174,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,151
14:35:50,30.1,0,2.6,67.3,0,4,8068,4502,0,0,1,28.12,0,Hz,-N/A-,2.2377185,28.12,152
14:35:51,43.1,0,4.1,52.8,0,4,1864,1832,0,0,1,27.69,0,Hz,-N/A-,2.203500187,27.69,153
14:35:51,23.9,0,0.3,75.8,0,2,434,802,0,0,4,28.12,0,Hz,-N/A-,2.2377185,28.12,154
14:35:52,11.3,0,0.4,88.4,0,2,264,512,0,0,1,27.69,0,Hz,-N/A-,2.203500187,27.69,155
14:35:52,13.1,0,0.4,86.5,0,2,282,512,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,156
14:35:53,10.7,0,2.7,86.6,0,3,382,736,0,0,17,27.69,0,Hz,-N/A-,2.203500187,27.69,157
14:35:53,15,0,1,84,0,2,396,780,0,0,10,28.12,0,Hz,-N/A-,2.2377185,28.12,158
14:35:54,12.3,0,2.4,85.3,0,2,444,838,1,1,1,27.69,0,Hz,-N/A-,2.203500187,27.69,159
14:35:54,19.9,0,25.3,54.8,0,3,644,1796,5,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,160
14:35:55,14.2,0,1.7,84.1,0,2,478,750,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,161
14:35:55,13.8,0.3,1,82.8,2.1,2,596,816,3,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,162
14:35:56,15.1,3.1,2.4,75.3,4.1,2,2720,2052,7,1,0,27.69,0,Hz,-N/A-,2.203500187,27.69,163
14:35:56,18.7,0,25.2,55.8,0.3,2,668,2068,5,0,2,28.12,0,Hz,-N/A-,2.2377185,28.12,164
14:35:57,15.3,0,2,81,1.7,2,514,868,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,165
14:35:57,13.7,0,1.7,84.6,0,2,580,812,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,166
14:35:58,15.1,0,1.7,83.3,0,2,532,812,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,167
14:35:58,14.7,0,0.7,84.6,0,2,390,658,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,168
14:35:59,13.6,0,2,84.4,0,2,466,742,2,2,0,27.69,0,Hz,-N/A-,2.203500187,27.69,169
14:35:59,12.3,0,1.4,86.3,0,3,300,540,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,170
14:36:00,16.7,0,26.1,57.1,0,2,578,1798,5,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,171
14:36:00,13.4,0,1,85.6,0,6,458,642,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,172
14:36:01,12.9,0,0.7,86.4,0,3,382,704,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,173
14:36:01,15.4,0,1.3,83.3,0,2,468,626,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,174
14:36:02,14.6,0,0.7,84.7,0,2,476,668,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,175
14:36:02,10.8,0,2.1,87.1,0,3,424,642,0,0,2,28.12,0,Hz,-N/A-,2.2377185,28.12,176
14:36:03,11.7,0,0.4,87.9,0,2,278,642,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,177
14:36:03,19.2,0,25.3,55.6,0,2,546,2270,5,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,178
14:36:04,11.3,0,0.7,88,0,2,330,566,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,179
14:36:04,14.3,0,0.7,85,0,2,560,882,2,2,2,28.12,0,Hz,-N/A-,2.2377185,28.12,180
14:36:05,12.5,0,1.4,86.1,0,2,322,580,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,181
14:36:05,12.1,0,0.7,87.2,0,3,392,668,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,182
14:36:06,13.2,0,0.7,86.1,0,2,512,770,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,183
14:36:06,15.2,0,1,83.8,0,2,428,610,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,184
14:36:07,15.9,0,0.3,83.7,0,2,862,922,3,0,6,27.69,0,Hz,-N/A-,2.203500187,27.69,185
14:36:07,13.9,0,1.4,84.7,0,2,522,722,0,0,1,28.12,0,Hz,-N/A-,2.2377185,28.12,186
14:36:08,20.9,0,2.7,76.4,0,2,794,1050,5,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,187
14:36:08,17.6,0,0.4,82,0,2,260,606,0,0,0,28.12,0,Hz,-N/A-,2.2377185,28.12,188
14:36:09,11,0,0.4,88.7,0,2,296,516,0,0,0,27.69,0,Hz,-N/A-,2.203500187,27.69,189
14:36:09,11.2,0,0,88.8,0,3,228,468,0,0,0,28.12,0,Hz,-N/A-,2.2377185,0,190
14:36:10,18.7,0,25.2,56.1,0,2,742,2320,7,2,17,27.69,0,Hz,-N/A-,2.203500187,0,191
14:36:10,9.9,0,1.8,88.3,0,2,260,488,0,0,0,28.12,0,Hz,-N/A-,2.2377185,0,192
14:36:11,10,0,1.4,88.6,0,2,400,572,0,0,1,0,0,Hz,-N/A-,0,0,193
14:36:11,13.9,0,1.4,84.7,0,2,416,792,0,0,1,0,0,Hz,-N/A-,0,0,194
